name,tf,dicts,corpus,title,dmap
iceis,143,0.9089,0,0,bcdfhj
icelo,98,0.999,0.0003,0.004,cdfghijk
icemo,0,0.99,0,0,bcdfhij
icena,12,0.01,0,0,cfj
iceno,2,0.999,0,0,cdfghijk
ichão,2,1,0,0,cdfghijklm
ichós,0,0.0911,0,0,cfjl
icica,44,1,0.0001,0,cdfghijklmoqs
icipó,3,1,0,0,cdfghijklmos
icles,16,0.01,0,0,cfj
icomo,75,0.999,0,0,cdfghijk
ictio,1574,0.999,0.0003,0.0041,cdfghijk
ictos,256,0.5,0.0001,0.0079,cdfhj
icurê,1,0.99,0,0,cdfghjk
idade,6620448,1,0.4268,0.0019,abcdfghijklmnopqrst
idate,1231,0.999,0.0001,0.004,cdfghijk
ideai,918,0.5,0.0006,0,cdfhj
ideal,3604929,1,0.5732,0.0044,abcdfghijklmoqrst
idear,1515,1,0.002,0,acdfghijklmnoqst
ideei,39,0.5,0,0,cdfhj
ideie,0,0.5,0,0,cdfhj
ideio,133,0.5,0,0,cdfhj
ideou,717,0.5,0.0006,0,cdfhj
idios,549,0.01,0.0001,0.1833,cfj
idona,1,0.01,0,0,cfj
idora,26,0.01,0,0,cfj
idosa,198740,0.999,0.4268,0.0033,bcdfhijr
idose,61,0.999,0.0001,0,cdfghijk
idoso,470695,1,0.4268,0,abcdfghijklmoqrst
idria,41,0.999,0.0001,0.002,cdfghijk
idrol,12,1,0,0,cdfghijklmq
iduna,85,0.999,0,0,cdfghijk
idéia,9337699,1,0.9999,0.0078,abcdfghijklmnoqrst
idões,1,0.01,0,0,cfj
iebás,0,0.01,0,0,cfj
ieixa,0,1,0,0,cdfghijklm
ieiês,0,0.01,0,0,cfj
ienes,38862,0.99,0.0066,0,bcdfhij
iento,69,1,0.0002,0,cdfghijklm
ieras,5,0.01,0,0,cfj
ierés,0,0.01,0,0,cfj
ietas,0,0.01,0,0,cfj
ietim,1,1,0,0,cdfghijklmqs
ietos,1,0.01,0,0,cfj
ifata,1,0.999,0,0,cdfghijk
ifóis,1,0.01,0,0,cfj
igabo,11,0.999,0,0,cdfghijk
igaci,686,0.9999,0.0001,0.004,cdfghijko
igala,94,0.999,0.0001,0,cdfghijk
igapé,0,0.99,0,0,cdfghjk
igapó,14149,1,0.1126,0.005,abcdfghijklmos
igara,1381,1,0.0011,0,acdfghijklmoqst
igbim,14,1,0,0,cdfghijkmo
igbis,0,0.01,0,0,cfj
igbos,193,0.01,0.0002,0,cfj
igdes,0,0.01,0,0,cfj
iglus,6379,0.5,0.0011,0,cdfhj
igoga,1,0.999,0,0,cdfghijk
igual,4041033,1,0.4268,0.002,abcdfghijklmnopqrst
iguam,63,0.001,0,0,cf
iguar,535,1,0.0001,0,cdfghijklm
iguei,76,0.01,0,0,cfj
iguis,306,0.01,0,0,cfj
iguou,0,0.01,0,0,cfj
igupá,2,0.999,0,0,cdfghjko
iiabá,1,0.9999,0,0,cdfghijkm
iicaí,0,0.99,0,0,cdfghjk
iinxé,0,0.99,0,0,cdfghjk
iirsa,4512,0.0911,0.0002,0,gijk
ijebu,7,1,0,0,cdfghijkmo
ijexá,3091,0.999,0.0006,0.004,cdfghjko
ijoco,0,0.999,0,0,cdfghijk
ilada,43,0.01,0,0,cfj
ilado,16,0.01,0,0,cfj
ilama,49,0.9999,0.0001,0,cdfhjklmq
ilamo,2,0.01,0,0,cfj
ilara,760,0.01,0.0006,0.1138,cfj
ilava,1,0.01,0,0,cfj
ilaís,15,0.999,0,0,cdfghijk
ileal,2231,0.99,0.0001,0,cdfhjkm
ileis,1,0.01,0,0,cfj
ilele,37,0.9089,0,0,cdfhjk
ilemo,1,0.01,0,0,cfj
ilesa,14722,0.999,0.0212,0,bcdfhijm
ileso,45438,1,0.1863,0,abcdfghijklmnoqrst
ilhai,0,0.99,0,0,bcdfhij
ilhal,33,1,0.0001,0,acdfghijklmoqs
ilham,190,0.99,0.0001,0,bcdfhij
ilhar,733,1,0.0011,0,abcdfghijklmoqrst
ilhas,628149,1,0.2922,0.002,bcdfghijpq
ilhei,3,0.99,0,0,bcdfhij
ilhem,1,0.99,0,0,bcdfhij
ilhes,95,0.99,0.0001,0.0041,bcdfhij
ilhoa,1247,1,0.002,0,acdfghijkmoqs
ilhou,135,0.99,0.0001,0,bcdfhij
ilhéu,24366,1,0.5732,0.0049,cdfghijklmoqrst
ilhós,13955,1,0.0011,0,cdfhjklmoqs
iliba,2165,0.5,0.002,0.0077,cdfhj
ilibe,115,0.5,0,0,cdfhj
ilibo,88,0.5,0,0,cdfhj
ilida,66,0.5,0.0001,0,cdfhj
ilide,917,0.5,0.0001,0,cdfhj
ilidi,34,0.5,0,0,cdfhj
ilido,25,0.5,0,0.0081,cdfhj
iliga,0,0.5,0,0,cdfhj
iligo,0,0.5,0,0,cdfhj
ilipé,12,0.99,0,0,cdfghjk
ilita,477,0.9089,0.0006,0.0044,cdfhjo
ilite,147,0.9089,0.0001,0,cdfhjk
iliza,91,0.999,0,0,cdfghijk
iliça,109,0.5,0.0003,0.0076,cdfhj
iliço,68,0.5,0,0,cdfhj
ilota,52,1,0.0001,0,cdfghijklmnqs
ilote,0,0.001,0,0,lq
iltra,14,0.999,0,0,cdfghijk
iluca,1,0.999,0,0,cdfghijk
iluda,39127,0.99,0.0212,0,bcdfhij
ilude,35751,0.999,0.0212,0,bcdfhijq
iludi,8962,0.99,0.0066,0.0041,bcdfhij
iludo,10090,0.99,0.0037,0,bcdfhij
ilusa,227,0.5,0.0001,0,cdfhj
iluse,0,0.01,0,0,cfj
ilusi,28,0.01,0,0,cfj
iluso,558,1,0.0002,0,acdfghijklmoqst
iluta,2,0.5,0,0,cdfhj
ilute,0,0.5,0,0,cdfhj
iluto,0,0.5,0,0,cdfhj
imago,8219,1,0.0066,0.004,acdfghijkmoqr
imala,5,0.9999,0,0.004,cdfghijkq
imame,1287,1,0.0011,0,cdfghijkmors
imamo,27,1,0.0002,0,cdfghijkos
imana,781,0.5,0.0011,0.0078,cdfhj
imane,812,1,0.0006,0.004,cdfhjlmoqst
imano,142,1,0.0002,0,cdfhjlmqst
imaza,1470,0.01,0.0001,0.1301,cfj
imbas,29,0.01,0,0,cfj
imboá,0,0.99,0,0,cdfghjk
imbua,224,0.99,0.0006,0.004,cdfhjlq
imbuo,18,0.5,0,0,cdfhj
imbus,47,0.9089,0.0001,0,cdfghj
imbuí,14300,0.5,0.0212,0.0089,cdfhj
imbés,85,0.0911,0.0001,0,cfgj
imemé,0,0.9089,0,0,cdfhjk
imene,27,0.9999,0,0,cdfghijko
imida,272,0.9999,0.0006,0,acdfhjors
imido,51,1,0.0001,0,cdfghijklmqs
imigo,692,0.99,0.0011,0,dhlmoqs
imina,427,0.9999,0.0003,0,acdfhjkmo
imita,144896,0.99,0.9997,0.0027,bcdfhij
imite,9779,0.99,0.0066,0,bcdfhij
imiti,85,0.5,0.0001,0,cdfhj
imito,4017,0.99,0.0011,0,bcdfhij
imola,18614,0.9089,0.0119,0.0067,bcdfhi
imole,467,0.9089,0.0001,0.0088,bcdfhi
imolo,149,0.9089,0,0.0044,bcdfhi
imota,75,0.0911,0.0001,0.0406,cdfh
imote,1,0.0911,0,0.0428,cdfh
imoto,800,0.9999,0.0037,0.004,cdfhlmoqs
imova,0,0.01,0,0,cfj
imove,770,0.01,0,0.1276,cfj
imovi,0,0.01,0,0,cfj
imovo,0,0.01,0,0,cfj
impai,0,0.5,0,0,cdfhj
impam,2,0.5,0,0,cdfhj
impas,199,0.5,0.0001,0,cdfhj
impei,18,0.5,0,0,cdfhj
impem,72,0.5,0,0,cdfhj
impes,67,0.5,0.0002,0,cdfhj
impim,181,0.01,0.0001,0,dho
impis,32,0.01,0,0,cfj
impol,130,1,0,0,cdfghijklmq
impor,574875,1,0.998,0,abcdfghijklmoqrst
impou,23,0.5,0,0,cdfhj
impus,6222,0.99,0.002,0,bcdfhij
impôs,140560,0.9089,0.1863,0,bcdfhj
impõe,496904,0.99,0.1126,0,bcdfhjm
imune,195297,1,0.5732,0,abcdfghijklmoqrst
imuta,129,0.5,0.0001,0.0077,cdfhj
imute,0,0.5,0,0,cdfhj
imuto,0,0.5,0,0,cdfhj
imãze,0,0.01,0,0,cfj
imãzo,0,0.01,0,0,cfj
inaiá,282,0.99,0.0002,0.0041,cdfhjko
inajá,2730,1,0.0066,0.004,acdfghijklmoq
inajé,30,0.999,0.0001,0,acdfghjo
inala,6942,0.99,0.4268,0.0022,bcdfhij
inale,2015,0.99,0.0011,0,bcdfhij
inalo,918,0.99,0.0003,0,bcdfhij
inama,356,0.9089,0,0,cfjlmq
iname,644,0.999,0.0001,0,cdfghijk
inamu,29,0.999,0.0001,0,cdfghjmo
inana,406,0.9089,0.0006,0,cdfhjo
inane,1130,1,0.0037,0,acdfhjklmoqrst
inani,96,0.5,0.0001,0,cdfhj
inano,29,0.01,0,0,cfj
inaré,0,0.99,0,0,cdfghjk
inata,53746,0.9999,0.1863,0,bcdfhijmr
inato,38092,1,0.4268,0,abcdfghijklmoqrst
inaês,0,0.01,0,0,cfj
incas,31274,1,0.4268,0.0053,bcdfghijqs
incei,20,0.5,0,0,cdfhj
incem,0,0.5,0,0,cdfhj
inces,191,0.5,0.0002,0,cdfhj
incha,19835,1,0.7078,0.0022,bcdfghijlmoqs
inche,1585,0.99,0.002,0.0041,bcdfhij
incho,947,0.9999,0.0037,0,bcdfghijk
incia,4736,0.01,0.0066,0.2003,cfj
incie,203,0.01,0.0001,0,cfj
incio,12880,0.01,0.0037,0.1734,cfj
incoa,40,0.99,0.0001,0,bcdfhij
incoe,49,1,0.0001,0,abcdfhijkmos
incoo,0,0.9089,0,0,cdfhij
incri,413,0.01,0.0001,0.1838,cfj
incro,1,0.999,0,0,cdfghijk
incrê,1,0.01,0,0,cfj
indas,5226,0.9089,0.002,0,cfjlmq
index,907950,1,0.998,0.0045,cdfghijklmnoqrst
indez,820,1,0.0002,0,acdfhjklmoqst
indis,977,0.01,0.0003,0,cfj
indjo,1,0.999,0,0,cdfghijk
indol,2721,0.99,0.0011,0,cdfhjmo
indus,3033,0.001,0.0066,0.3016,cf
induz,108424,0.99,0.1126,0,bcdfhij
inene,23,0.01,0,0,cfj
inera,2,0.01,0,0,cfj
inere,226,0.5,0.0001,0,cdfhj
ineri,0,0.5,0,0,cdfhj
inero,15,0.01,0,0,cfj
inexa,5,0.001,0,0,cj
inexo,234,0.999,0.0001,0,cdfghijk
infer,1246,0.001,0.0011,0.3054,gk
infla,13008,0.99,0.7078,0.0022,bcdfhij
infle,1166,0.99,0.002,0,bcdfhij
inflo,247,0.99,0.0001,0,bcdfhij
infra,831151,1,0.2922,0,abcdfghijkmors
ingaí,2876,1,0.0119,0.0042,cdfghijklm
inges,254,0.01,0,0.1836,cfj
ingos,63,0.01,0,0,cfj
ingre,894,1,0.0002,0.004,cdfghijklmqs
ingrã,623,0.01,0.0003,0,cfj
ingus,0,0.01,0,0,cfj
ingué,0,0.99,0,0,cdfghjk
ingás,877,0.0911,0.0066,0.0336,cfgj
inhor,3,0.01,0,0,dho
inhás,218,0.01,0,0.4505,cfj
inhés,0,0.0911,0,0,cfgj
iniba,4606,0.99,0.0119,0,bcdfhij
inibe,85141,0.99,0.2922,0,bcdfhij
inibi,3282,0.99,0.0037,0,bcdfhij
inibo,495,0.99,0.0006,0,bcdfhij
inita,35,0.01,0,0,cfj
inite,139,0.9999,0.0001,0.004,cdfghijkm
injou,219,0.999,0,0,cdfghijk
inlas,0,0.01,0,0,cfj
inlés,0,0.01,0,0,cfj
inoma,16,0.9999,0,0,cdfghijkm
inora,8,0.5,0,0.0078,cdfhj
inore,1,0.5,0,0.0081,cdfhj
inoro,0,0.5,0,0,cdfhj
inosa,25,0.01,0,0,cfj
inose,152,0.0911,0,0.041,cfjm
inova,131710,0.99,0.9624,0.0047,bcdfhij
inove,13367,0.99,0.0006,0,bcdfhij
inovo,535,0.99,0.0002,0,bcdfhij
input,63581,0.9089,0.1863,0,adhoqs
insta,66137,0.99,0.8137,0.0035,bcdfhij
inste,312,0.99,0,0,bcdfhij
insto,904,0.99,0.0006,0,bcdfhij
inter,452708,1,0.1863,0.0041,abcdfghijkm
intra,184913,1,0.1126,0,acdfghijkm
intro,45456,0.01,0.0212,0,dhr
intua,428,0.99,0.0001,0,bcdfhij
intui,10378,0.99,0.2922,0.0021,bcdfhij
intuo,1794,0.99,0.0011,0,bcdfhij
intãs,611,0.01,0.0001,0,cfj
inuba,0,0.01,0,0,cfj
inube,22,1,0,0,cdfghijkmoqt
inuit,1853,0.0911,0.0011,0.0393,dhoq
inuma,209,0.5,0.0003,0.0077,cdfhj
inume,273,0.5,0.0001,0,cdfhj
inumo,63,0.5,0,0,cdfhj
invar,582,1,0.0002,0,cdfghijkmoq
invés,1601389,1,0.998,0.0043,abcdfghijklmoqs
inxus,0,0.01,0,0,cfj
inçai,0,0.5,0,0,cdfhj
inçam,56,0.5,0.0001,0,cdfhj
inçar,94,1,0.0003,0,acdfghijklmnoqst
inçou,40,0.5,0.0001,0.008,cdfhj
iobai,0,0.01,0,0,cfj
iobam,0,0.01,0,0,cfj
iobar,0,0.999,0,0,cdfghijk
iobas,0,0.01,0,0,cfj
iobei,0,0.01,0,0,cfj
iobem,0,0.01,0,0,cfj
iobou,0,0.01,0,0,cfj
iobés,0,0.01,0,0,cfj
iobós,0,0.01,0,0,cfj
iodai,0,0.5,0,0,cdfhj
iodam,0,0.5,0,0,cdfhj
iodar,26,1,0.0001,0,acdfghijklmoqs
iodas,148,0.5,0,0,cdfhj
iodei,0,0.5,0,0,cdfhj
iodem,0,0.5,0,0,cdfhj
iodes,42,0.5,0.0001,0,cdfhj
iodol,12,1,0,0,cdfghijklmqs
iodos,544,0.999,0.0002,0,cdfghijk
iodou,0,0.5,0,0,cdfhj
iogas,382,0.9089,0.0001,0,cdfghj
iogue,6092,1,0.0376,0,acdfghijkmos
ioiôs,1608,0.5,0.0066,0,cdfhj
iolas,30,0.01,0,0,cfj
iolau,18,0.999,0,0,cdfghijk
iolca,0,0.01,0,0,cfj
iolco,0,0.999,0,0,cdfghijk
ioles,48,0.5,0.0001,0,cdfhj
iolis,0,0.01,0,0,cfj
iolos,20,0.01,0,0,cfj
iones,764,0.01,0.0001,0,cfj
ionte,75,1,0.0002,0,acdfghijkmoq
iopes,277,0.01,0,0,cfj
iotas,59,0.5,0.0001,0,cdfhj
ioças,0,0.01,0,0,cfj
ipaca,139,0.999,0.0001,0,cdfghijk
ipadu,233,1,0.0002,0,cdfghijklmoqs
ipcbr,15,0.0911,0,0,gijk
ipeca,1036,1,0.0037,0,acdfghijklmos
ipecu,10,1,0.0001,0,cdfghijkmo
ipetê,381,1,0.0212,0.0079,cdfghijkmo
ipeuí,0,0.99,0,0,cdfghjk
ipiti,0,0.999,0,0,cdfghijk
ippar,10175,0.999,0.0003,0,cdfghijk
ipres,6,0.9089,0,0.0044,cfjlmq
ipsis,12588,0.5,0.0011,0,gijkm
ipuca,4,1,0,0.004,cdfghijkmo
ipuãs,0,0.01,0,0,cfj
irada,24674,0.99,0.0658,0,bcdfhij
irade,103,1,0,0,cdfghijklmq
irado,87246,1,0.0658,0,abcdfghijklmnoqrst
irais,265,0.5,0.0001,0.0078,cdfhj
iramo,167,0.01,0,0,cfj
iramá,156,0.01,0,0.2256,lmq
irani,5829,0.999,0.0011,0.0041,cdfghijk
irara,2742,1,0.0658,0.002,cdfhijklmoqrs
irari,2,0.999,0,0,cdfghijk
irava,342,0.5,0.0001,0,cdfhj
iraçu,1,0.9999,0,0,cdfghijkm
irdes,1586,0.99,0.0002,0,bcdfhij
ireis,11822,0.99,0.0006,0,bcdfhij
iremo,351,0.99,0.0001,0,bcdfhij
irena,1581,0.01,0.0037,0,cfj
irene,20619,1,0.0376,0.004,acdfghijklmq
ireno,399,1,0.0002,0,cdfghijklmq
irerê,753,1,0.0011,0.0079,acdfghijkmo
iriai,52,0.5,0,0,cdfhj
irial,112,1,0.0001,0,cdfghijkmo
iriam,448563,0.99,0.1863,0.0021,bcdfhij
iriar,266,1,0.0002,0,acdfghijklmnoqst
irias,9949,0.99,0.002,0.0081,bcdfhij
iriei,831,0.5,0.0011,0,cdfhj
iriem,21,0.5,0,0,cdfhj
iries,0,0.5,0,0,cdfhj
iriju,0,0.999,0,0,cdfghijk
irina,2966,0.01,0.002,0,cfj
irino,148,0.9999,0.0003,0,cdfghijkm
iriou,0,0.5,0,0,cdfhj
irirá,1042,0.9999,0.0002,0,cdfghijkm
irisa,534,0.5,0.0037,0.0077,cdfhj
irise,304,0.5,0,0.0079,cdfhj
iriso,296,0.5,0,0,cdfhj
irite,746,1,0.0003,0,acdfghijklmoqrs
iriva,18,1,0,0,cdfghijklmq
iriza,81,0.5,0,0.0079,cdfhj
irize,0,0.5,0,0,cdfhj
irizo,0,0.5,0,0,cdfhj
irmos,162035,0.99,0.0658,0,bcdfhij
irmão,3549880,1,0.5732,0.0038,abcdfghijklmoqrs
irmãs,666340,0.999,0.4268,0,bcdfghij
iroco,124,0.9999,0.0001,0.002,cdfghijko
irona,57,0.9089,0,0,cdfhjm
irone,52,0.9999,0,0,cdfghijkm
irono,1,0.999,0,0,cdfghijk
irosa,103,0.5,0,0,cdfhj
iroso,540,1,0.0002,0,acdfghijklmoqst
irpas,10,0.01,0,0,cfj
irras,11,0.01,0,0,cfj
irrua,0,0.01,0,0,cfj
irrui,0,0.01,0,0,cfj
irruo,0,0.01,0,0,cfj
irrés,0,0.01,0,0,cfj
iruns,0,0.01,0,0,cfj
iruri,2,0.9999,0,0,cdfghijko
iruçu,13,1,0,0,cdfghijkmo
iróis,0,0.01,0,0,cfj
isala,190,0.999,0.0001,0,cdfghijk
isara,93,0.01,0,0,cfj
isaro,17,0.9999,0,0.004,cdfghijkm
isbas,68,0.01,0.0001,0,cfj
iscai,55,0.5,0,0,cdfhj
iscam,50,0.5,0.0001,0,cdfhj
iscar,2786,1,0.0011,0.004,acdfghijklmoqst
iscas,64210,0.999,0.1126,0.004,bcdfghij
iscou,148,0.5,0,0,cdfhj
iseio,0,0.999,0,0,cdfghijk
iseis,0,0.01,0,0,cfj
isele,47,0.999,0,0,cdfghijk
isgas,1,0.01,0,0,cfj
isgos,0,0.01,0,0,cfj
isios,0,0.01,0,0,cfj
islim,91,0.001,0,0,lq
islão,78732,1,0.0376,0.0222,cdfghijklmoqrs
islãs,4866,0.01,0.002,0,cfj
ismos,12077,0.01,0.0037,0,cfj
isoca,102,0.999,0,0,cdfghijk
isola,82986,0.999,0.998,0.0055,bcdfhijs
isole,8240,0.99,0.0066,0.0041,bcdfhij
isolo,2915,0.99,0.0003,0,bcdfhij
isque,219,0.5,0.0001,0,cdfhj
issei,642,1,0.002,0,cdfghijkmos
isseu,13,0.999,0,0,cdfghijk
istas,4734,0.01,0.0011,0,cfj
istmo,12248,1,0.0376,0.004,abcdfghijklmoqrs
istra,160,0.01,0.0001,0,cfj
istro,799,0.9999,0.0002,0.004,cdfghijkl
isuro,13,0.9999,0,0,cdfghijkm
isuso,43,0.999,0,0,cdfghijk
itana,742,0.01,0.0001,0,cfj
itano,107,0.9999,0.0001,0,cdfghijkm
itapu,123,1,0.0001,0,acdfghijko
itati,1562,0.999,0.0002,0.0041,cdfghijk
itaus,0,0.01,0,0,cfj
itauá,20,1,0.0001,0.004,cdfghijkmos
itaís,0,0.01,0,0,cfj
itens,2626274,0.9089,0.4268,0.0046,cdfhij
itera,1138,0.99,0.0037,0.0021,bcdfhij
itere,105,0.99,0.0001,0,bcdfhij
itero,176,0.99,0.0001,0.0041,bcdfhij
itobi,581,0.9999,0,0.004,cdfghijkm
itral,0,0.9999,0,0,cdfghijkm
itrol,0,1,0,0,cdfghijklm
ituna,0,0.999,0,0,cdfghijk
ituás,0,0.0911,0,0,cfgj
ituís,3,0.0911,0,0,cfgj
iuane,572,0.9999,0.0002,0,cdghijkos
iudjá,2,0.01,0,0,dho
iuiús,0,0.01,0,0,cfj
iulãs,0,0.0911,0,0,cfgj
iumás,0,0.01,0,0,cfj
iupac,7403,0.0911,0.0006,0,gijk
iupis,30,0.01,0,0,cfj
iupuá,0,0.99,0,0,cdfghjk
iuris,16797,0.01,0.0006,0,cfj
iurta,98,0.9089,0,0,cdfhjo
iurte,0,0.9999,0,0,cdfghijkm
iurás,20,0.01,0,0.2904,cfj
ivaol,0,0.999,0,0,cdfghijk
ivaís,0,0.01,0,0,cfj
iveca,0,0.999,0,0,cdfghijk
ivesa,30,0.999,0,0,cdfghijk
ivirá,4,0.99,0,0.0041,cdfghjk
iviró,0,0.99,0,0,cdfghjk
ixião,1,0.999,0,0,cdfghijk
ixode,0,1,0,0,cdfghijkmq
ixodo,1,1,0,0,cdfghijklmqs
ixora,673,1,0.0003,0.004,cdfghijklmoq
ixíea,0,0.99,0,0,cdfghjk
izais,52,0.01,0,0.1836,cfj
izgas,0,0.01,0,0,cfj
izgos,0,0.01,0,0,cfj
izuzo,126,0.999,0,0,cdfghijk
iácio,0,0.99,0,0,cdfghjk
iásis,125,0.99,0.0001,0.0041,cdfghjk
iátio,0,0.99,0,0,cdfghjk
içada,5409,0.99,0.0119,0,bcdfhij
içado,4473,1,0.0212,0,bcdfhijnqt
içais,11,0.9089,0,0,bcdfhj
içamo,1,0.99,0,0,bcdfhij
içara,34065,1,0.1863,0.0061,bcdfhijlmqs
içava,518,0.9089,0.002,0,bcdfhj
iódis,0,0.99,0,0,cdfghjk
iótio,0,1,0,0,cdfghijklm
iônia,24,0.01,0,0,cfj
iônio,175,1,0.0212,0.0037,acdfghijklmos
iônis,0,0.01,0,0,cfj
iúaca,0,0.001,0,0,lq
iúcas,150,0.5,0.0006,0,cdfhj
iúcea,0,0.99,0,0,cdfghjk
iúlos,0,0.01,0,0,cfj
iúque,0,0.99,0,0,cdfghjk
iúros,0,0.01,0,0,cfj
jabas,3411,0.01,0.0037,0.1006,cfj
jabes,1759,0.01,0.0001,0.183,cfj
jabeá,25,0.01,0,0.2904,cfj
jabre,232,1,0.0001,0,cdfghijkmo
jabus,47,0.01,0,0,cfj
jabão,14,1,0,0,cdfghijklmq
jabôs,281,0.01,0,0,cfj
jacas,4605,0.9999,0.7078,0.0039,bcdfghijq
jacer,11,0.01,0,0,lmq
jacis,2,0.01,0,0,cfj
jacos,300,0.01,0.0001,0.1845,cfj
jacra,3,0.99,0,0,cfjlmqs
jacre,2,1,0,0.004,cdfghijklmqs
jacta,5058,0.0911,0.2922,0.0674,cfhj
jacte,103,0.0911,0.0001,0,cfhj
jacuá,3,0.99,0,0.0082,cdfghjk
jacuí,42307,1,0.0658,0.0085,cdfghijklm
jacés,0,0.01,0,0,cfj
jadas,182,0.01,0.0001,0,cfj
jades,1348,0.9089,0.0006,0,cdfghj
jadão,48,0.999,0,0,cdfghijk
jaeza,0,0.5,0,0,cdfhj
jaeze,0,0.5,0,0,cdfhj
jaezo,0,0.5,0,0,cdfhj
jaffé,90,0.99,0.0001,0,cdfghjk
jagas,596,0.9089,0.0001,0,cfjlmq
jagaz,0,0.999,0,0,cdfghijk
jagra,93,0.99,0.0006,0,cfjlmqs
jagre,5,1,0,0,cdfghijklmqs
jaicó,95,1,0.002,0.008,cdfghijkmo
jaina,850,0.9999,0.0003,0.004,cdfghijkm
jaios,0,0.01,0,0,cfj
jalas,43,0.01,0,0,cfj
jalde,3093,1,0.0003,0.004,acdfghijklmoqst
jales,6290,0.9999,0.0011,0.004,acdfghijk
jalia,0,0.999,0,0,cdfghijk
jalne,282,1,0.0006,0,acdfghijklmoqst
jalão,97,1,0.0003,0,acdfghijklmoqs
jaléu,11,0.99,0,0,cdfghjk
jamba,1152,1,0.002,0,acdfhjlmoqs
jambi,84,0.999,0.0002,0,cdfghijk
jambo,12524,1,0.0376,0,acdfghijklmoqs
jambu,6209,1,0.0037,0,cdfghijklmoqs
jambé,831,1,0.0212,0.004,cdfghijklmo
jamis,2798,0.01,0.0011,0.1816,cfj
janai,494,0.01,0.0011,0.1838,cfj
janal,33,1,0,0,cdfghijklmq
janam,13,0.01,0,0,cfj
janar,69,0.999,0.0001,0,cdfghijk
janas,299,0.01,0.0002,0,cfj
janaú,15,1,0,0,cdfghijkmo
janda,490,0.99,0.0003,0,cfjlmqs
jande,41,0.999,0,0,cdfghijk
jando,440,0.001,0.0003,0.3073,lq
jandu,1,0.999,0,0,cdfghijk
janei,1651,0.01,0.0003,0,cfj
janem,0,0.01,0,0,cfj
janes,2536,0.01,0.0006,0.1835,cfj
janfa,0,0.9999,0,0,cdfghijkq
janga,9176,1,0.1126,0.0024,cdfghijklmqs
jango,3459,1,0.0037,0,acdfghijkoq
janja,452,1,0.0002,0,cdfghijklmqs
janos,328,0.01,0.0003,0.1834,cfj
janou,0,0.01,0,0,cfj
janta,114251,1,0.8874,0.0045,abcdfghijklmoqs
jante,15929,1,0.0212,0,bcdfhijmoqrs
janto,7143,0.99,0.002,0,bcdfhij
japas,19350,0.0911,0.0119,0.0345,cefj
japim,373,1,0.0003,0,acdfghijklmoqs
japis,22,0.01,0,0,cfj
japiú,0,0.99,0,0,cdfghjk
japoa,19,0.0911,0,0,dhmo
japus,79,0.0911,0.0001,0,cfgj
japué,1,1,0,0,cdfghijklmqs
japuí,41,0.9999,0.0001,0,cdfghjkos
japão,2158278,1,0.998,0.6522,abcdfghijklmoqrs
japés,1,0.01,0,0,cfj
jaque,10141,1,0.1126,0.002,cdfghijklmoqs
jaquá,49,0.99,0,0.0041,cdfghjk
jarda,15789,1,0.1863,0.0087,abcdfhijlmoqrs
jarde,142,0.01,0,0.1836,cfj
jardo,264,1,0,0,cdfghijklmq
jares,245,0.01,0.0002,0,cfj
jaros,127,0.01,0.0001,0,cfj
jarra,100804,1,0.9624,0.0047,abcdfghijklmnoqrst
jarro,42688,1,0.1126,0.004,abcdfghijklmoqrst
jarus,6,0.01,0,0,cfj
jarás,405,0.0911,0.0011,0.0362,cfgj
jaspe,8467,1,0.002,0.004,acdfghijklmoqrs
jasso,356,0.999,0.0002,0,cdfghijk
jatam,4,0.01,0,0,cfj
jatar,280,1,0.0003,0,acdfghijkmnq
jatas,2,0.01,0,0,cfj
jataí,68810,1,0.7078,0.0091,acdfghijklmoqs
jatem,178,0.01,0,0,cfj
jates,17,0.01,0,0,cfj
jateá,4,0.01,0,0,cfj
jatia,0,0.5,0,0,cdfhj
jatis,119,0.9089,0.0001,0,cdfghj
jator,1,0.9999,0,0,cdfghijko
jatos,111623,0.9999,0.1863,0,bcdfghijk
jatou,14,0.01,0,0,cfj
jatus,2,0.01,0,0,cfj
jaula,63530,1,0.0658,0,abcdfghijklmnoqrst
jauna,2,1,0,0,cdfghijklmqs
jauás,2,0.01,0,0.2903,cfj
javas,1358,0.01,0.0001,0,cfj
javaé,101,0.999,0.0001,0,cdfghjko
javra,2,0.5,0,0.0079,cdfhj
javre,12,1,0,0.004,cdfhjlmoqs
javro,0,0.5,0,0,cdfhj
javés,1,0.01,0,0,cfj
jazam,204,0.99,0.0001,0,bcdfhij
jazas,0,0.99,0,0,bcdfhij
jazei,1,0.99,0,0,bcdfhij
jazem,18299,0.99,0.0658,0.0041,bcdfhij
jazer,3005,1,0.0119,0,abcdfghijklmnoqrst
jazes,386,0.99,0.0002,0,bcdfhij
jazeu,358,0.99,0.0006,0,bcdfhij
jazia,25477,0.999,0.0119,0,bcdfhijm
jaçaí,0,0.99,0,0,cdfghjk
jeans,704081,1,0.2922,0,acdfghijkmoqrs
jebas,826,0.5,0.0001,0,cdfhj
jebus,111,0.01,0.0001,0,cfj
jecas,1613,0.999,0.0011,0.004,bcdfghij
jecos,6,0.01,0,0,cfj
jegra,0,0.9089,0,0,cfjlmq
jegre,12,1,0,0,cdfghijklmq
